"","name","Base Currency","ISIN","secid","Global Broad Category Group","Morningstar Category","Firm Investment Objective","Strategy Name","Domicile","Fund Legal Structure","Firm Name","Branding Name","Inception Date","Obsolete Date","Status","Manager Name","Manager History","Manager Tenure (Longest)","Manager Tenure (Average)","Primary Prospectus Benchmark","Net Assets Date","Net Assets - Share Class USD","Fund Size Date","Fund Size USD","Portfolio Date","Turnover Ratio % Date","Turnover Ratio %","...28","Gender","Start Date for Managed Investment","Lockup Months","Minimum Investment (Base Currency)","Minimum Initial Unit","Uses Leverage","Avg Leverage","Management Fee","Max Management Fee","Performance Fee","Performance Fee Note","Redemption Fee","Hurdle Rate","High Watermark","Beta Hedge Extent"
"554","MC ARF Global Financials USD","US Dollar","BMG5855U3097","FOUSA06HX0","Alternative","HF Global Long/Short Equity","At Martin Currie, strategic planning is oriented to the overall quality of the firm, with a primary focus on delivering investment excellence. Its aim as an active-equity manager is to deliver consistent, superior returns for clients globally. Martin Currie does this via its client focused range of outcome orientated equity investment solutions based on its four distinct product pillars, Market Aware, Long-Term Unconstrained, Sustainable Income and Growth and Absolute Returns. 

The delivery of investment excellence is central to what Martin Currie offers its clients. This means a clearly-articulated investment proposition: 
Committed to high-conviction active management
Martin Currie’s high-conviction, active management is driven by the rigour of its distinctive and repeatable research process. 
A collaborative and multi-disciplinary approach to research, drawing on the knowledge of colleagues from across the investment floor, enables Martin Currie to identify and evaluate the mispricing of individual stocks – specifically for those companies that it believes will offer sustainable, long-term growth. This in-house research is always complemented by local market research, lateral industry insights, and company meetings. 
Of course, this is not a process in isolation. It is interwoven with a strong valuation discipline based on the forecasting of normalised earnings power, as well as risk, to determine a company’s fair value.
ESG analysis and active ownership are also fully embedded into Martin Currie’s investment process. This allows Martin Currie to engage with investee companies in order to better understand what motivates them and the mechanisms in place for decision-making. 
Overlaying all of this is an independent and dynamic risk function that informs an optimum risk allocation. All portfolios are continuously monitored for correlated, unintended and excessive risk. When market conditions change, the investment risk team provides Martin Currie’s portfolio managers with experienced interpretation of risk models to quantify the likely impact. As such, Martin Currie thinks of its independent risk team as being the representative of its clients within the firm.
The responsibility for the creation and implementation of the firm’s plan sits with the executive committee, chaired by Chief Executive Officer, Julian Ide.","Global Financials Equity L/S-o","Bermuda","Exempted Limited Partnership","Martin Currie Inc","Legg Mason",2006-05-31,2012-01-13,0,NA,"[2006-05-31 -- 2012-01-13] Paul Sloane;[2006-05-31 -- 2012-01-13] Len Riddell;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,250000,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"555","AIS Capital Growth Fund LP","US Dollar",NA,"FHUSA04AM6","Alternative","HF U.S. Long/Short Equity","AIS is unique in several ways, particularly in the investment processes that we employ and in the types of investment instruments in which we invest. 
AIS is an acronym for “Applied Intelligence Strategies”, investment strategies that combine the best aspects of macro economics, fundamental analysis, quantitative/ technical analysis, and formulaic risk analysis. 

Each product has the ability to either move to a 100% cash position, employ index futures contracts to hedge long positions or to go fully short as well as long. The AIS Group consists of two companies that offer several different investment styles:","Capital Growth Strategy-o","United States","Partnership (3C7)","AIS Capital Management LP","AIS",1997-05-01,2015-12-31,0,"John R. Hummel","[1997-04-30 -- ] John R. Hummel",23.42,23.42,"S&P 500 Composite TR USD",2015-11-30,1926144,NA,NA,2007-12-31,2007-12-31,20,NA,NA,1997-04-30,12,5e+05,"Monetary","Yes",1,1,1,20,NA,NA,NA,"Yes",NA
"556","MDM Fund","US Dollar",NA,"FOUSA06GOV","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Lucrum Capital LLC",NA,2003-11-01,2011-09-19,0,NA,"[2003-11-01 -- 2011-09-19] Thomas Zeifang;[2004-01-01 -- 2011-09-19] Chris Ryder;",NA,NA,NA,2010-08-31,26700000,NA,NA,2008-12-31,2008-12-31,300,NA,NA,NA,12,1e+06,"Monetary","Yes",NA,1.25,1.25,20,NA,NA,NA,"Yes",NA
"557","Mendon Capital LLC","US Dollar",NA,"FHUSA04BSB","Alternative","HF U.S. Long/Short Equity",NA,"US Equity - Capital LLC-o","United States","Limited Liability Company","RMB Capital Management, LLC","RMB Capital Management",1996-07-01,2016-09-27,0,NA,NA,NA,NA,NA,2015-04-30,105663548,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary",NA,NA,1.5,1.5,20,"Self",0,NA,"Yes",NA
"558","AJR International BVI Ltd","US Dollar","VGG008711068","FHUSA04G56","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"AJR International-o","British Virgin Islands","Corporation","Atlantic Investment Management Inc","Atlantic Investment Management",1993-02-01,2018-06-20,0,NA,"[1993-02-01 -- 2016-09-30] Alexander J. Roepers",NA,NA,"S&P 500 PR",2015-09-30,95173063,NA,NA,2006-12-31,2006-12-31,150,NA,NA,NA,0,1e+06,"Monetary","Yes",1,1.5,1.5,20,NA,2,0,"Yes",NA
"559","Mercer Partners LP","US Dollar",NA,"FHUSA04H48","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","United States","Open Ended Investment Company","Mercer LLC","Mercer",1994-11-01,2010-08-30,0,NA,NA,NA,NA,NA,2010-01-31,1.7e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,"Monetary",NA,NA,1,NA,20,NA,0,NA,"No",NA
"560","Meridian Glb Gold & Resources","US Dollar","VGG601551010","FOUSA06HRM","Alternative","HF Global Long/Short Equity",NA,"Long/short-o","British Virgin Islands","Open Ended Investment Company","Meridian Fund Managers Ltd","Meridian Fund Maners",2004-09-01,2017-06-27,0,"Ralph P. Aldis;Frank E. Holmes;","[2004-09-01 -- ] Ralph P. Aldis;[2004-09-01 -- ] Frank E. Holmes;[2004-09-01 -- 2013-12-31] Evan Smith;",16,16,"S&P/TSX Venture Composite PR USD",2017-04-30,9624704,NA,NA,2009-12-31,NA,NA,NA,NA,2004-09-01,12,1e+05,"Monetary",NA,NA,2,NA,20,NA,2,NA,"Yes",NA
"561","Meridian Performance Partners LP","US Dollar",NA,"FHUSA04H4D","Alternative","HF Fund of Funds - Equity",NA,"Hedged Equity-o","United States","Partnership (3C7)","Meridian Capital Partners Inc","Meridian Capitaartners",1998-01-01,2017-12-29,0,NA,"[1998-01-01 -- 2017-12-29] William H. Lawrence",NA,NA,NA,2017-11-30,57300000,NA,NA,NA,NA,NA,NA,NA,NA,12,2e+06,"Monetary",NA,NA,1,NA,10,NA,0,NA,"Yes",NA
"562","Aletheia Insider Index","US Dollar",NA,"FHUSA04AMA","Alternative","HF Equity Market Neutral","Aletheia’s objective is to pursue a strategy of moderate but continuous growth. There are currently no limits or a set amount of total assets under management for the firm, and due to the very high-quality, large-cap nature of the investment strategies, there are no foreseeable capacity limits or other total AUM issues in the near- to medium-term future. The objective is always to consistently add value and, as a result, if it is determined that AUM in any of the products become a limiting factor in achieving excess returns, Aletheia will further evaluate capacity limits. Furthermore, Aletheia’s team approach to its investment management services, supported by the firm’s Client Service, Operational, Compliance and other personnel, offers tremendous leverage with regard to the management of Aletheia’s client portfolios. Additionally, portfolios within a given strategy (subject to client specific restrictions and constraints) are all managed to an active model portfolio, which enables substantial precision and efficiency during the implementation of investment and portfolio changes. 

Aletheia has no plans to be involved in any acquisitions either as a buyer or a seller, as the firm believes its independent and management-controlled structure is the most ideal structure through which to provide investment management services to our clients. However, Aletheia will thoughtfully consider new strategies as appropriate and may add additional strategies in the future or create new vehicles through which our clients can invest our strategies. Over the last several years, Aletheia has invested significantly in its business to enhance the firm’s ability to meet client needs and objectives. This has been evidenced in the past few years with outstanding additions to the Investment Management, Research, Client Service, Compliance, Finance and Operations staff, as well as significant investment in plant and equipment and IT and back-office support resources.","Aletheia Insider Index-o","United States","Partnership (3C1)","Aletheia Research and Management Inc","Aletheia",2000-06-30,2012-10-01,0,NA,"[2000-05-01 -- 2012-10-01] Peter J. Eichler",NA,NA,"Credit Suisse Long/Short Equity TR USD",2012-09-30,2848694,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,5e+05,"Monetary","Yes",1,1,1,20,NA,NA,NA,"Yes",NA
"563","Meson Capital Partners LP","US Dollar",NA,"FOUSA09N4V","Alternative","HF U.S. Long/Short Equity",NA,"Focused Value-o","United States","Partnership (3C1)","Meson Capital Partners LP","Meson Capital",2009-02-24,2010-07-27,0,NA,"[2009-02-24 -- 2010-07-27] Ryan J. Morris",NA,NA,"S&P 500 Composite PR USD",2009-12-31,1e+06,NA,NA,2009-12-31,NA,NA,NA,NA,NA,NA,25000,"Monetary",NA,NA,0,NA,25,"25% of profits 6% annually",NA,NA,"Yes",NA
"564","MHB Equity Partners LP","US Dollar",NA,"FHUSA04BCS","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity-o","United States","Partnership (3C1)","MHB Equity Management LLC",NA,2002-12-02,2012-11-01,0,NA,"[2002-12-01 -- 2012-11-01] Michael Berlin",NA,NA,NA,2012-10-31,5960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,"Monetary",NA,NA,1,NA,20,NA,0,NA,"Yes",NA
"565","MHC Mutual Conversion Fund","US Dollar",NA,"FOUSA07N0R","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C7)","Clover Partners, L.P.","Clover Partners",2007-06-29,2011-10-31,0,NA,NA,NA,NA,NA,2008-10-31,95949209,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,1,NA,20,NA,NA,NA,NA,NA
"566","MHW Harvest Fund, LP","US Dollar",NA,"FOUSA08QQM","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short Equity-o","United States","Exempted Limited Partnership","MHW Harvest Fund, LP",NA,2008-07-01,2011-05-18,0,NA,"[2008-07-01 -- 2011-05-18] Mark Williamson;[2008-07-01 -- 2011-05-18] Travis Reaves;",NA,NA,"S&P 500 Composite PR USD",2010-10-31,2586730,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,5,"Yes",NA
"567","AlphaOne Redstone Fund, LP","US Dollar",NA,"FHUSA04HZO","Alternative","HF U.S. Long/Short Equity",NA,"Redstone Investors LP-o","United States","Partnership (3C1)","AlphaOne Capital Partners","AhaOne Capitaartners",2002-04-01,2011-08-19,0,NA,"[2002-04-01 -- 2011-08-19] Arden C. Armstrong;[2002-04-01 -- 2011-08-19] Steve Chulik;",NA,NA,"S&P 500 TR USD",2011-01-31,72321045,NA,NA,2008-12-31,2006-12-31,248,NA,NA,NA,12,1e+06,"Monetary","No",1,2,2,20,NA,NA,NA,"Yes","Partial"
"568","Midas Partners LLC","US Dollar",NA,"FOUSA09F2B","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short Equity-o","United States","Limited Liability Company","Brick Capital Management, LLC","Brick",2008-12-30,2011-12-30,0,NA,"[2008-12-30 -- 2011-12-30] Brian Batt;[2008-12-30 -- 2011-12-30] Richard Sacks;",NA,NA,NA,2011-11-30,63741378,NA,NA,2008-12-31,NA,NA,NA,NA,NA,0,5e+05,"Monetary",NA,NA,1.5,NA,20,"10% performance fee applies if gross return is 10% or less",NA,0,"Yes",NA
"569","Ardsley Partners Fund II LP","US Dollar",NA,"FHUSA04GFA","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity","United States","Partnership (3C1)","Ardsley Partners","Ardsley Partners",1987-08-04,NA,1,"Philip J. Hempleman","[1987-08-04 -- ] Philip J. Hempleman",33.08,33.08,NA,2017-10-31,476048198,2020-08-31,404855662,2006-12-31,NA,NA,NA,"Male",1987-08-04,12,1e+06,"Monetary","No",1,1.5,1.5,20,NA,NA,NA,"Yes","Partial"
"570","Asuka Japanese Eq L/S Offshore I A USD","US Dollar","KYG059601024","FHUSA04ALR","Alternative","HF Asia/Pacific Long/Short Equity",NA,"Developed Asia Equity - Japanese Long Sh","British Virgin Islands","Limited Liability Company","Asuka Asset Management Co Ltd","Asuka Group",2002-09-02,2011-10-20,0,NA,"[2002-09-02 -- 2011-10-20] Toshihiro Hirao;[2002-09-02 -- 2011-10-20] Yoshihiro Okuda;",NA,NA,NA,2011-04-30,36581519,NA,NA,2006-12-31,2006-12-31,800,NA,NA,NA,6,1e+06,"Monetary","Yes",1,1.5,1.5,20,NA,3,0,"Yes",NA
"571","Axiom Absolute Growth Fund","US Dollar","KYG0689P1054","FHUSA04AMW","Alternative","HF Emerging Markets Long/Short Equity",NA,"Emerging Market Equity-o","Cayman Islands","Open Ended Investment Company","Axiom Investment Management Limited","Axiom",1996-04-15,2015-09-15,0,NA,"[1996-04-15 -- 2015-09-15] Michel Lahaie",NA,NA,"MSCI EM PR USD",2015-06-30,10287035,NA,NA,NA,NA,NA,NA,NA,NA,24,250000,"Monetary","Yes",1,1.125,1,20,NA,2,5,"No","Partial"
"572","Broadreach Growth Fund, LP","US Dollar",NA,"FOUSA05KYL","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","MFP Capital, LLC",NA,2001-02-01,2011-07-29,0,NA,"[2001-02-01 -- 2011-07-29] Matthew Martin",NA,NA,"S&P 500 PR",2011-06-30,8454000,NA,NA,2006-12-31,2006-12-31,500,NA,NA,NA,12,5e+05,"Monetary","Yes",1,1,1,20,NA,0,0,"Yes",NA
"573","Mockingbird Value Fund, LP","US Dollar",NA,"FOUSA06M9Y","Alternative","HF Global Long/Short Equity",NA,"Global Equity - L/S-o","United States","Partnership (3C1)","Mockingbird Holdings LLC",NA,2004-07-01,2012-03-13,0,NA,"[2004-07-01 -- 2012-03-13] Samir Sinha",NA,NA,"Credit Suisse Hedge Fund USD",2011-05-31,20743692,NA,NA,2006-12-31,2006-12-31,160,NA,NA,NA,12,5e+05,"Monetary","Yes",NA,1,1,20,NA,NA,4,"Yes",NA
"574","Cadogan Kurihama Japan Fund Ltd","US Dollar",NA,"FHUSA04GV3","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","British Virgin Islands","Limited Liability Company","Cadogan Management, LLC","Cadogan Management",2002-04-01,2010-08-30,0,NA,"[2002-04-01 -- 2010-08-30] Stuart Leaf;[2002-04-01 -- 2010-08-30] Michael Waldron;[2002-04-01 -- 2010-08-30] Paul Isaac;[2007-04-01 -- 2010-08-30] Takaaki Yoda;",NA,NA,NA,2010-01-31,4.7e+07,NA,NA,2006-12-31,2006-12-31,10,NA,NA,NA,NA,1e+06,"Monetary","Yes",1,1,1,7.5,NA,NA,NA,"Yes",NA
"575","Montchanin Value Fund II","US Dollar",NA,"FOUSA06A6Y","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","Bermuda","Partnership (3C7)","Clarke Bennitt LLC",NA,2002-08-09,2011-04-20,0,NA,NA,NA,NA,"S&P 500 TR USD",2007-08-31,4800000,NA,NA,NA,2006-12-31,50,NA,NA,NA,12,1e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,5,0,"Yes",NA
"576","Camden Partners Limited Partnership","US Dollar",NA,"FHUSA04GW1","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Camden Partners Holdings LLC",NA,1995-10-01,2010-06-21,0,NA,"[1995-10-01 -- 2010-06-21] David Warnock;[1995-10-01 -- 2010-06-21] Shane Kim;",NA,NA,"Russell 2000 TR USD",2009-10-31,3.1e+07,NA,NA,NA,2006-12-31,75,NA,NA,NA,0,1e+06,"Monetary","Yes",1,1.5,1.5,20,NA,NA,NA,"Yes",NA
"577","Mountain Avenue Partners LP","US Dollar",NA,"FHUSA04AH6","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds-o","United States","Partnership (3C1)","Kole Asset Management Inc",NA,1997-01-01,2014-01-01,0,NA,"[1997-01-01 -- 2014-01-01] Sheri Kole",NA,NA,"S&P 500 TR USD",2013-12-31,5.2e+07,NA,NA,2006-12-31,2006-12-31,0,NA,NA,NA,0,5e+05,"Monetary","No",NA,1,1,6,NA,NA,NA,"Yes",NA
"578","CRM Partners LP","US Dollar",NA,"FHUSA04F8N","Alternative","HF U.S. Long/Short Equity","We have a long history of success in the small to mid cap value part of the market with an experienced and talented team of analysts, and our accumulated institutional knowledge is a true asset. As we have been reflecting on the environment, it has become clearer to us that investors want increasingly idiosyncratic investments that are well researched and risk managed. Therefore, we are strengthening our efforts in the small to mid cap value part of the market where our fundamental approach leads us to differentiated, undiscovered, and misunderstood opportunities.

As part of this process, we have made a determined effort to reduce the number of companies in which we are invested firm wide. We have made good progress and it is a continual process. We want to leverage our best ideas and by focusing on fewer names, it becomes a virtuous process of having the time and resources to develop the conviction to hold securities in larger weightings. Each strategy has reduced its total number of holdings and concentration continues to increase in the top half of the portfolios.

We are also enthusiastic about our Long/Short Equity strategy as it leverages our core capabilities in structuring a highly differentiated and concentrated portfolio with low correlation and strong risk management characteristics.","US Equity - Bottom-Up-o","United States","Partnership (3C1)","Cramer Rosenthal McGlynn LLC","Cramer Rosenthal McGlynn",1993-02-01,2015-07-27,0,NA,"[1993-02-01 -- 2015-07-27] Ronald H. McGlynn",NA,NA,"S&P 500 TR USD",2015-06-30,54975464,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,5e+05,"Monetary","Yes",1,1.5,1.5,20,NA,NA,NA,"No",NA
"579","Crosslink Partners Fund LP","US Dollar",NA,"FHUSA04FCA","Alternative","HF U.S. Small Cap Long/Short Equity",NA,"U.S. Small Cap Equity-o","United States","Partnership (3C7)","Crosslink Capital Inc","Crosslink",1999-09-01,2019-10-31,0,NA,"[2010-04-01 -- 2019-10-31] Michael J. Stark;[2011-06-01 -- 2019-10-31] Marcelo Desio;",NA,NA,NA,2019-10-31,43530000,2019-10-31,43530000,2006-12-31,2006-12-31,450,NA,NA,NA,12,1e+06,"Monetary","Yes",1,1.5,1,20,NA,NA,NA,"Yes","Partial"
"580","MultiFund Capital Growth Builder","US Dollar",NA,"FOUSA06BO4","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Limited Liability Company","Comprehensive Capital Management Inc","Comprehensive Group",2006-01-01,2014-12-30,0,NA,"[2006-01-01 -- 2014-08-15] Scott Daly",NA,NA,"S&P 500 TR USD",2014-07-31,7500000,NA,NA,NA,2006-12-31,100,NA,NA,NA,0,50000,"Monetary","No",NA,2.5,2.5,0,"none",NA,0.1,"No",NA
